dteday,season,year,month,hr,holiday,day,weather_situation,casual,registered,count_cr,Kategori,periode
2012-05-31,Summer,2012,May,21,0,Thursday,Clear,41,318,359,Weekdays,Malam
2012-05-31,Summer,2012,May,22,0,Thursday,Clear,43,221,264,Weekdays,Malam
2012-05-31,Summer,2012,May,23,0,Thursday,Clear,26,114,140,Weekdays,Malam
2012-06-01,Summer,2012,Jun,0,0,Friday,Clear,10,76,86,Weekdays,Malam
2012-06-01,Summer,2012,Jun,1,0,Friday,Clear,0,34,34,Weekdays,Malam
2012-06-01,Summer,2012,Jun,2,0,Friday,Clear,3,13,16,Weekdays,Malam
2012-06-01,Summer,2012,Jun,3,0,Friday,Misty,0,4,4,Weekdays,Malam
2012-06-01,Summer,2012,Jun,4,0,Friday,Misty,1,5,6,Weekdays,Malam
2012-06-01,Summer,2012,Jun,5,0,Friday,Misty,4,41,45,Weekdays,Malam
2012-06-01,Summer,2012,Jun,6,0,Friday,Light_rainsnow,5,136,141,Weekdays,Pagi
2012-06-01,Summer,2012,Jun,7,0,Friday,Misty,33,369,402,Weekdays,Pagi
2012-06-01,Summer,2012,Jun,8,0,Friday,Misty,19,675,694,Weekdays,Pagi
2012-06-01,Summer,2012,Jun,9,0,Friday,Misty,24,274,298,Weekdays,Pagi
2012-06-01,Summer,2012,Jun,10,0,Friday,Misty,49,155,204,Weekdays,Pagi
2012-06-01,Summer,2012,Jun,11,0,Friday,Misty,42,193,235,Weekdays,Pagi
2012-06-01,Summer,2012,Jun,12,0,Friday,Misty,72,238,310,Weekdays,Siang
2012-06-01,Summer,2012,Jun,13,0,Friday,Clear,76,240,316,Weekdays,Siang
2012-06-01,Summer,2012,Jun,14,0,Friday,Light_rainsnow,55,199,254,Weekdays,Siang
2012-06-01,Summer,2012,Jun,15,0,Friday,Light_rainsnow,45,213,258,Weekdays,Siang
2012-06-01,Summer,2012,Jun,16,0,Friday,Light_rainsnow,36,186,222,Weekdays,Sore
2012-06-01,Summer,2012,Jun,17,0,Friday,Light_rainsnow,25,202,227,Weekdays,Sore
2012-06-01,Summer,2012,Jun,18,0,Friday,Light_rainsnow,10,100,110,Weekdays,Sore
2012-06-01,Summer,2012,Jun,19,0,Friday,Light_rainsnow,4,41,45,Weekdays,Malam
2012-06-01,Summer,2012,Jun,20,0,Friday,Light_rainsnow,1,38,39,Weekdays,Malam
2012-06-01,Summer,2012,Jun,21,0,Friday,Light_rainsnow,12,73,85,Weekdays,Malam
2012-06-01,Summer,2012,Jun,22,0,Friday,Light_rainsnow,1,22,23,Weekdays,Malam
2012-06-01,Summer,2012,Jun,23,0,Friday,Light_rainsnow,6,67,73,Weekdays,Malam
2012-06-02,Summer,2012,Jun,0,0,Saturday,Misty,5,81,86,Weekend,Malam
2012-06-02,Summer,2012,Jun,1,0,Saturday,Misty,15,61,76,Weekend,Malam
2012-06-02,Summer,2012,Jun,2,0,Saturday,Misty,3,38,41,Weekend,Malam
2012-06-02,Summer,2012,Jun,3,0,Saturday,Clear,8,18,26,Weekend,Malam
2012-06-02,Summer,2012,Jun,4,0,Saturday,Clear,2,11,13,Weekend,Malam
2012-06-02,Summer,2012,Jun,5,0,Saturday,Clear,1,11,12,Weekend,Malam
2012-06-02,Summer,2012,Jun,6,0,Saturday,Misty,5,31,36,Weekend,Pagi
2012-06-02,Summer,2012,Jun,7,0,Saturday,Clear,9,77,86,Weekend,Pagi
2012-06-02,Summer,2012,Jun,8,0,Saturday,Clear,30,180,210,Weekend,Pagi
2012-06-02,Summer,2012,Jun,9,0,Saturday,Clear,89,243,332,Weekend,Pagi
2012-06-02,Summer,2012,Jun,10,0,Saturday,Clear,145,348,493,Weekend,Pagi
2012-06-02,Summer,2012,Jun,11,0,Saturday,Clear,179,357,536,Weekend,Pagi
2012-06-02,Summer,2012,Jun,12,0,Saturday,Clear,250,418,668,Weekend,Siang
2012-06-02,Summer,2012,Jun,13,0,Saturday,Clear,279,400,679,Weekend,Siang
2012-06-02,Summer,2012,Jun,14,0,Saturday,Clear,259,388,647,Weekend,Siang
2012-06-02,Summer,2012,Jun,15,0,Saturday,Clear,297,405,702,Weekend,Siang
2012-06-02,Summer,2012,Jun,16,0,Saturday,Clear,275,369,644,Weekend,Sore
2012-06-02,Summer,2012,Jun,17,0,Saturday,Clear,248,338,586,Weekend,Sore
2012-06-02,Summer,2012,Jun,18,0,Saturday,Clear,171,341,512,Weekend,Sore
2012-06-02,Summer,2012,Jun,19,0,Saturday,Clear,185,369,554,Weekend,Malam
2012-06-02,Summer,2012,Jun,20,0,Saturday,Clear,139,260,399,Weekend,Malam
2012-06-02,Summer,2012,Jun,21,0,Saturday,Clear,96,220,316,Weekend,Malam
2012-06-02,Summer,2012,Jun,22,0,Saturday,Clear,52,176,228,Weekend,Malam
2012-06-02,Summer,2012,Jun,23,0,Saturday,Clear,53,185,238,Weekend,Malam
2012-06-03,Summer,2012,Jun,0,0,Sunday,Clear,27,142,169,Weekend,Malam
2012-06-03,Summer,2012,Jun,1,0,Sunday,Clear,21,100,121,Weekend,Malam
2012-06-03,Summer,2012,Jun,2,0,Sunday,Clear,22,67,89,Weekend,Malam
2012-06-03,Summer,2012,Jun,3,0,Sunday,Clear,16,34,50,Weekend,Malam
2012-06-03,Summer,2012,Jun,4,0,Sunday,Clear,1,12,13,Weekend,Malam
2012-06-03,Summer,2012,Jun,5,0,Sunday,Clear,1,11,12,Weekend,Malam
2012-06-03,Summer,2012,Jun,6,0,Sunday,Clear,6,16,22,Weekend,Pagi
2012-06-03,Summer,2012,Jun,7,0,Sunday,Clear,6,29,35,Weekend,Pagi
2012-06-03,Summer,2012,Jun,8,0,Sunday,Clear,30,110,140,Weekend,Pagi
2012-06-03,Summer,2012,Jun,9,0,Sunday,Clear,70,230,300,Weekend,Pagi
2012-06-03,Summer,2012,Jun,10,0,Sunday,Clear,127,277,404,Weekend,Pagi
2012-06-03,Summer,2012,Jun,11,0,Sunday,Clear,199,312,511,Weekend,Pagi
2012-06-03,Summer,2012,Jun,12,0,Sunday,Clear,276,408,684,Weekend,Siang
2012-06-03,Summer,2012,Jun,13,0,Sunday,Clear,265,421,686,Weekend,Siang
2012-06-03,Summer,2012,Jun,14,0,Sunday,Clear,267,411,678,Weekend,Siang
2012-06-03,Summer,2012,Jun,15,0,Sunday,Clear,236,408,644,Weekend,Siang
2012-06-03,Summer,2012,Jun,16,0,Sunday,Clear,226,436,662,Weekend,Sore
2012-06-03,Summer,2012,Jun,17,0,Sunday,Clear,192,386,578,Weekend,Sore
2012-06-03,Summer,2012,Jun,18,0,Sunday,Clear,153,343,496,Weekend,Sore
2012-06-03,Summer,2012,Jun,19,0,Sunday,Clear,116,337,453,Weekend,Malam
2012-06-03,Summer,2012,Jun,20,0,Sunday,Clear,84,230,314,Weekend,Malam
2012-06-03,Summer,2012,Jun,21,0,Sunday,Clear,66,180,246,Weekend,Malam
2012-06-03,Summer,2012,Jun,22,0,Sunday,Clear,61,165,226,Weekend,Malam
2012-06-03,Summer,2012,Jun,23,0,Sunday,Clear,26,82,108,Weekend,Malam
2012-06-04,Summer,2012,Jun,0,0,Monday,Clear,11,38,49,Weekdays,Malam
2012-06-04,Summer,2012,Jun,1,0,Monday,Light_rainsnow,4,10,14,Weekdays,Malam
2012-06-04,Summer,2012,Jun,2,0,Monday,Clear,1,10,11,Weekdays,Malam
2012-06-04,Summer,2012,Jun,3,0,Monday,Misty,0,5,5,Weekdays,Malam
2012-06-04,Summer,2012,Jun,4,0,Monday,Clear,2,6,8,Weekdays,Malam
2012-06-04,Summer,2012,Jun,5,0,Monday,Clear,2,33,35,Weekdays,Malam
2012-06-04,Summer,2012,Jun,6,0,Monday,Clear,4,135,139,Weekdays,Pagi
2012-06-04,Summer,2012,Jun,7,0,Monday,Clear,13,504,517,Weekdays,Pagi
2012-06-04,Summer,2012,Jun,8,0,Monday,Clear,22,643,665,Weekdays,Pagi
2012-06-04,Summer,2012,Jun,9,0,Monday,Clear,38,244,282,Weekdays,Pagi
2012-06-04,Summer,2012,Jun,10,0,Monday,Clear,67,120,187,Weekdays,Pagi
2012-06-04,Summer,2012,Jun,11,0,Monday,Clear,71,168,239,Weekdays,Pagi
2012-06-04,Summer,2012,Jun,12,0,Monday,Clear,62,220,282,Weekdays,Siang
2012-06-04,Summer,2012,Jun,13,0,Monday,Clear,85,189,274,Weekdays,Siang
2012-06-04,Summer,2012,Jun,14,0,Monday,Clear,84,186,270,Weekdays,Siang
2012-06-04,Summer,2012,Jun,15,0,Monday,Clear,77,215,292,Weekdays,Siang
2012-06-04,Summer,2012,Jun,16,0,Monday,Clear,73,375,448,Weekdays,Sore
2012-06-04,Summer,2012,Jun,17,0,Monday,Clear,101,733,834,Weekdays,Sore
2012-06-04,Summer,2012,Jun,18,0,Monday,Clear,103,719,822,Weekdays,Sore
2012-06-04,Summer,2012,Jun,19,0,Monday,Clear,91,554,645,Weekdays,Malam
2012-06-04,Summer,2012,Jun,20,0,Monday,Clear,71,390,461,Weekdays,Malam
2012-06-04,Summer,2012,Jun,21,0,Monday,Clear,40,225,265,Weekdays,Malam
2012-06-04,Summer,2012,Jun,22,0,Monday,Clear,41,127,168,Weekdays,Malam
2012-06-04,Summer,2012,Jun,23,0,Monday,Clear,8,78,86,Weekdays,Malam
2012-06-05,Summer,2012,Jun,0,0,Tuesday,Clear,6,28,34,Weekdays,Malam
2012-06-05,Summer,2012,Jun,1,0,Tuesday,Misty,2,18,20,Weekdays,Malam
2012-06-05,Summer,2012,Jun,2,0,Tuesday,Light_rainsnow,0,8,8,Weekdays,Malam
2012-06-05,Summer,2012,Jun,3,0,Tuesday,Light_rainsnow,0,5,5,Weekdays,Malam
2012-06-05,Summer,2012,Jun,4,0,Tuesday,Light_rainsnow,1,4,5,Weekdays,Malam
2012-06-05,Summer,2012,Jun,5,0,Tuesday,Light_rainsnow,1,35,36,Weekdays,Malam
2012-06-05,Summer,2012,Jun,6,0,Tuesday,Clear,7,177,184,Weekdays,Pagi
2012-06-05,Summer,2012,Jun,7,0,Tuesday,Clear,29,540,569,Weekdays,Pagi
2012-06-05,Summer,2012,Jun,8,0,Tuesday,Misty,30,680,710,Weekdays,Pagi
2012-06-05,Summer,2012,Jun,9,0,Tuesday,Misty,50,285,335,Weekdays,Pagi
2012-06-05,Summer,2012,Jun,10,0,Tuesday,Misty,58,118,176,Weekdays,Pagi
2012-06-05,Summer,2012,Jun,11,0,Tuesday,Misty,65,162,227,Weekdays,Pagi
2012-06-05,Summer,2012,Jun,12,0,Tuesday,Misty,45,202,247,Weekdays,Siang
2012-06-05,Summer,2012,Jun,13,0,Tuesday,Misty,66,201,267,Weekdays,Siang
2012-06-05,Summer,2012,Jun,14,0,Tuesday,Misty,82,194,276,Weekdays,Siang
2012-06-05,Summer,2012,Jun,15,0,Tuesday,Misty,54,218,272,Weekdays,Siang
2012-06-05,Summer,2012,Jun,16,0,Tuesday,Clear,91,382,473,Weekdays,Sore
2012-06-05,Summer,2012,Jun,17,0,Tuesday,Clear,86,764,850,Weekdays,Sore
2012-06-05,Summer,2012,Jun,18,0,Tuesday,Clear,111,679,790,Weekdays,Sore
2012-06-05,Summer,2012,Jun,19,0,Tuesday,Clear,68,445,513,Weekdays,Malam
2012-06-05,Summer,2012,Jun,20,0,Tuesday,Clear,44,371,415,Weekdays,Malam
2012-06-05,Summer,2012,Jun,21,0,Tuesday,Clear,30,253,283,Weekdays,Malam
2012-06-05,Summer,2012,Jun,22,0,Tuesday,Clear,22,171,193,Weekdays,Malam
2012-06-05,Summer,2012,Jun,23,0,Tuesday,Clear,20,93,113,Weekdays,Malam
2012-06-06,Summer,2012,Jun,0,0,Wednesday,Clear,3,46,49,Weekdays,Malam
2012-06-06,Summer,2012,Jun,1,0,Wednesday,Clear,6,21,27,Weekdays,Malam
2012-06-06,Summer,2012,Jun,2,0,Wednesday,Clear,4,7,11,Weekdays,Malam
2012-06-06,Summer,2012,Jun,3,0,Wednesday,Clear,0,8,8,Weekdays,Malam
2012-06-06,Summer,2012,Jun,4,0,Wednesday,Clear,3,7,10,Weekdays,Malam
2012-06-06,Summer,2012,Jun,5,0,Wednesday,Clear,1,37,38,Weekdays,Malam
2012-06-06,Summer,2012,Jun,6,0,Wednesday,Clear,7,165,172,Weekdays,Pagi
2012-06-06,Summer,2012,Jun,7,0,Wednesday,Clear,16,531,547,Weekdays,Pagi
2012-06-06,Summer,2012,Jun,8,0,Wednesday,Clear,31,637,668,Weekdays,Pagi
2012-06-06,Summer,2012,Jun,9,0,Wednesday,Clear,35,268,303,Weekdays,Pagi
2012-06-06,Summer,2012,Jun,10,0,Wednesday,Clear,55,148,203,Weekdays,Pagi
2012-06-06,Summer,2012,Jun,11,0,Wednesday,Clear,65,161,226,Weekdays,Pagi
2012-06-06,Summer,2012,Jun,12,0,Wednesday,Clear,80,235,315,Weekdays,Siang
2012-06-06,Summer,2012,Jun,13,0,Wednesday,Clear,73,230,303,Weekdays,Siang
2012-06-06,Summer,2012,Jun,14,0,Wednesday,Clear,111,191,302,Weekdays,Siang
2012-06-06,Summer,2012,Jun,15,0,Wednesday,Clear,75,225,300,Weekdays,Siang
2012-06-06,Summer,2012,Jun,16,0,Wednesday,Clear,107,345,452,Weekdays,Sore
2012-06-06,Summer,2012,Jun,17,0,Wednesday,Clear,72,652,724,Weekdays,Sore
2012-06-06,Summer,2012,Jun,18,0,Wednesday,Light_rainsnow,94,688,782,Weekdays,Sore
2012-06-06,Summer,2012,Jun,19,0,Wednesday,Clear,52,486,538,Weekdays,Malam
2012-06-06,Summer,2012,Jun,20,0,Wednesday,Clear,59,349,408,Weekdays,Malam
2012-06-06,Summer,2012,Jun,21,0,Wednesday,Clear,38,260,298,Weekdays,Malam
2012-06-06,Summer,2012,Jun,22,0,Wednesday,Clear,27,221,248,Weekdays,Malam
2012-06-06,Summer,2012,Jun,23,0,Wednesday,Clear,13,110,123,Weekdays,Malam
2012-06-07,Summer,2012,Jun,0,0,Thursday,Clear,9,50,59,Weekdays,Malam
2012-06-07,Summer,2012,Jun,1,0,Thursday,Clear,5,17,22,Weekdays,Malam
2012-06-07,Summer,2012,Jun,2,0,Thursday,Clear,0,12,12,Weekdays,Malam
2012-06-07,Summer,2012,Jun,3,0,Thursday,Clear,0,5,5,Weekdays,Malam
2012-06-07,Summer,2012,Jun,4,0,Thursday,Clear,0,6,6,Weekdays,Malam
2012-06-07,Summer,2012,Jun,5,0,Thursday,Clear,0,34,34,Weekdays,Malam
2012-06-07,Summer,2012,Jun,6,0,Thursday,Clear,5,165,170,Weekdays,Pagi
2012-06-07,Summer,2012,Jun,7,0,Thursday,Clear,20,506,526,Weekdays,Pagi
2012-06-07,Summer,2012,Jun,8,0,Thursday,Clear,20,661,681,Weekdays,Pagi
2012-06-07,Summer,2012,Jun,9,0,Thursday,Clear,37,300,337,Weekdays,Pagi
2012-06-07,Summer,2012,Jun,10,0,Thursday,Clear,56,154,210,Weekdays,Pagi
2012-06-07,Summer,2012,Jun,11,0,Thursday,Clear,67,170,237,Weekdays,Pagi
2012-06-07,Summer,2012,Jun,12,0,Thursday,Clear,62,274,336,Weekdays,Siang
2012-06-07,Summer,2012,Jun,13,0,Thursday,Clear,65,250,315,Weekdays,Siang
2012-06-07,Summer,2012,Jun,14,0,Thursday,Clear,67,198,265,Weekdays,Siang
2012-06-07,Summer,2012,Jun,15,0,Thursday,Clear,99,234,333,Weekdays,Siang
2012-06-07,Summer,2012,Jun,16,0,Thursday,Clear,77,389,466,Weekdays,Sore
2012-06-07,Summer,2012,Jun,17,0,Thursday,Clear,91,778,869,Weekdays,Sore
2012-06-07,Summer,2012,Jun,18,0,Thursday,Clear,110,703,813,Weekdays,Sore
2012-06-07,Summer,2012,Jun,19,0,Thursday,Clear,65,537,602,Weekdays,Malam
2012-06-07,Summer,2012,Jun,20,0,Thursday,Clear,76,402,478,Weekdays,Malam
2012-06-07,Summer,2012,Jun,21,0,Thursday,Clear,30,283,313,Weekdays,Malam
2012-06-07,Summer,2012,Jun,22,0,Thursday,Clear,35,193,228,Weekdays,Malam
2012-06-07,Summer,2012,Jun,23,0,Thursday,Clear,42,135,177,Weekdays,Malam
2012-06-08,Summer,2012,Jun,0,0,Friday,Clear,18,59,77,Weekdays,Malam
2012-06-08,Summer,2012,Jun,1,0,Friday,Clear,4,25,29,Weekdays,Malam
2012-06-08,Summer,2012,Jun,2,0,Friday,Clear,2,17,19,Weekdays,Malam
2012-06-08,Summer,2012,Jun,3,0,Friday,Clear,0,8,8,Weekdays,Malam
2012-06-08,Summer,2012,Jun,4,0,Friday,Clear,1,9,10,Weekdays,Malam
2012-06-08,Summer,2012,Jun,5,0,Friday,Clear,1,28,29,Weekdays,Malam
2012-06-08,Summer,2012,Jun,6,0,Friday,Clear,8,131,139,Weekdays,Pagi
2012-06-08,Summer,2012,Jun,7,0,Friday,Clear,19,409,428,Weekdays,Pagi
2012-06-08,Summer,2012,Jun,8,0,Friday,Clear,37,663,700,Weekdays,Pagi
2012-06-08,Summer,2012,Jun,9,0,Friday,Clear,47,335,382,Weekdays,Pagi
2012-06-08,Summer,2012,Jun,10,0,Friday,Clear,62,187,249,Weekdays,Pagi
2012-06-08,Summer,2012,Jun,11,0,Friday,Clear,65,199,264,Weekdays,Pagi
2012-06-08,Summer,2012,Jun,12,0,Friday,Clear,89,280,369,Weekdays,Siang
2012-06-08,Summer,2012,Jun,13,0,Friday,Clear,129,287,416,Weekdays,Siang
2012-06-08,Summer,2012,Jun,14,0,Friday,Clear,128,245,373,Weekdays,Siang
2012-06-08,Summer,2012,Jun,15,0,Friday,Clear,98,299,397,Weekdays,Siang
2012-06-08,Summer,2012,Jun,16,0,Friday,Clear,111,412,523,Weekdays,Sore
2012-06-08,Summer,2012,Jun,17,0,Friday,Clear,114,679,793,Weekdays,Sore
2012-06-08,Summer,2012,Jun,18,0,Friday,Clear,147,576,723,Weekdays,Sore
2012-06-08,Summer,2012,Jun,19,0,Friday,Clear,95,460,555,Weekdays,Malam
2012-06-08,Summer,2012,Jun,20,0,Friday,Clear,117,291,408,Weekdays,Malam
2012-06-08,Summer,2012,Jun,21,0,Friday,Clear,83,256,339,Weekdays,Malam
2012-06-08,Summer,2012,Jun,22,0,Friday,Clear,61,230,291,Weekdays,Malam
2012-06-08,Summer,2012,Jun,23,0,Friday,Clear,52,163,215,Weekdays,Malam
2012-06-09,Summer,2012,Jun,0,0,Saturday,Clear,54,152,206,Weekend,Malam
2012-06-09,Summer,2012,Jun,1,0,Saturday,Clear,34,89,123,Weekend,Malam
2012-06-09,Summer,2012,Jun,2,0,Saturday,Clear,21,68,89,Weekend,Malam
2012-06-09,Summer,2012,Jun,3,0,Saturday,Clear,12,28,40,Weekend,Malam
2012-06-09,Summer,2012,Jun,4,0,Saturday,Clear,2,6,8,Weekend,Malam
2012-06-09,Summer,2012,Jun,5,0,Saturday,Clear,4,15,19,Weekend,Malam
2012-06-09,Summer,2012,Jun,6,0,Saturday,Clear,17,63,80,Weekend,Pagi
2012-06-09,Summer,2012,Jun,7,0,Saturday,Clear,26,61,87,Weekend,Pagi
2012-06-09,Summer,2012,Jun,8,0,Saturday,Clear,42,202,244,Weekend,Pagi
2012-06-09,Summer,2012,Jun,9,0,Saturday,Clear,99,241,340,Weekend,Pagi
2012-06-09,Summer,2012,Jun,10,0,Saturday,Clear,168,298,466,Weekend,Pagi
2012-06-09,Summer,2012,Jun,11,0,Saturday,Clear,218,351,569,Weekend,Pagi
2012-06-09,Summer,2012,Jun,12,0,Saturday,Clear,196,335,531,Weekend,Siang
2012-06-09,Summer,2012,Jun,13,0,Saturday,Clear,236,349,585,Weekend,Siang
2012-06-09,Summer,2012,Jun,14,0,Saturday,Clear,239,354,593,Weekend,Siang
2012-06-09,Summer,2012,Jun,15,0,Saturday,Clear,218,337,555,Weekend,Siang
2012-06-09,Summer,2012,Jun,16,0,Saturday,Clear,219,315,534,Weekend,Sore
2012-06-09,Summer,2012,Jun,17,0,Saturday,Clear,238,257,495,Weekend,Sore
2012-06-09,Summer,2012,Jun,18,0,Saturday,Clear,175,276,451,Weekend,Sore
2012-06-09,Summer,2012,Jun,19,0,Saturday,Clear,128,232,360,Weekend,Malam
2012-06-09,Summer,2012,Jun,20,0,Saturday,Clear,125,238,363,Weekend,Malam
2012-06-09,Summer,2012,Jun,21,0,Saturday,Clear,105,211,316,Weekend,Malam
2012-06-09,Summer,2012,Jun,22,0,Saturday,Clear,63,151,214,Weekend,Malam
2012-06-09,Summer,2012,Jun,23,0,Saturday,Clear,69,161,230,Weekend,Malam
2012-06-10,Summer,2012,Jun,0,0,Sunday,Clear,33,125,158,Weekend,Malam
2012-06-10,Summer,2012,Jun,1,0,Sunday,Clear,32,84,116,Weekend,Malam
2012-06-10,Summer,2012,Jun,2,0,Sunday,Clear,17,56,73,Weekend,Malam
2012-06-10,Summer,2012,Jun,3,0,Sunday,Clear,6,23,29,Weekend,Malam
2012-06-10,Summer,2012,Jun,4,0,Sunday,Clear,1,9,10,Weekend,Malam
2012-06-10,Summer,2012,Jun,5,0,Sunday,Clear,3,10,13,Weekend,Malam
2012-06-10,Summer,2012,Jun,6,0,Sunday,Clear,3,27,30,Weekend,Pagi
2012-06-10,Summer,2012,Jun,7,0,Sunday,Clear,21,41,62,Weekend,Pagi
2012-06-10,Summer,2012,Jun,8,0,Sunday,Clear,59,122,181,Weekend,Pagi
2012-06-10,Summer,2012,Jun,9,0,Sunday,Clear,91,175,266,Weekend,Pagi
2012-06-10,Summer,2012,Jun,10,0,Sunday,Clear,148,265,413,Weekend,Pagi
2012-06-10,Summer,2012,Jun,11,0,Sunday,Clear,184,315,499,Weekend,Pagi
2012-06-10,Summer,2012,Jun,12,0,Sunday,Clear,173,329,502,Weekend,Siang
2012-06-10,Summer,2012,Jun,13,0,Sunday,Clear,204,288,492,Weekend,Siang
2012-06-10,Summer,2012,Jun,14,0,Sunday,Clear,186,314,500,Weekend,Siang
2012-06-10,Summer,2012,Jun,15,0,Sunday,Clear,159,316,475,Weekend,Siang
2012-06-10,Summer,2012,Jun,16,0,Sunday,Clear,173,335,508,Weekend,Sore
2012-06-10,Summer,2012,Jun,17,0,Sunday,Clear,184,337,521,Weekend,Sore
2012-06-10,Summer,2012,Jun,18,0,Sunday,Clear,164,326,490,Weekend,Sore
2012-06-10,Summer,2012,Jun,19,0,Sunday,Clear,115,260,375,Weekend,Malam
2012-06-10,Summer,2012,Jun,20,0,Sunday,Clear,113,250,363,Weekend,Malam
2012-06-10,Summer,2012,Jun,21,0,Sunday,Clear,83,170,253,Weekend,Malam
2012-06-10,Summer,2012,Jun,22,0,Sunday,Clear,42,117,159,Weekend,Malam
2012-06-10,Summer,2012,Jun,23,0,Sunday,Clear,30,80,110,Weekend,Malam
2012-06-11,Summer,2012,Jun,0,0,Monday,Clear,8,33,41,Weekdays,Malam
2012-06-11,Summer,2012,Jun,1,0,Monday,Clear,9,15,24,Weekdays,Malam
2012-06-11,Summer,2012,Jun,2,0,Monday,Clear,5,12,17,Weekdays,Malam
2012-06-11,Summer,2012,Jun,3,0,Monday,Clear,2,4,6,Weekdays,Malam
2012-06-11,Summer,2012,Jun,4,0,Monday,Clear,0,7,7,Weekdays,Malam
2012-06-11,Summer,2012,Jun,5,0,Monday,Clear,1,36,37,Weekdays,Malam
2012-06-11,Summer,2012,Jun,6,0,Monday,Clear,8,136,144,Weekdays,Pagi
2012-06-11,Summer,2012,Jun,7,0,Monday,Clear,25,478,503,Weekdays,Pagi
2012-06-11,Summer,2012,Jun,8,0,Monday,Clear,38,613,651,Weekdays,Pagi
2012-06-11,Summer,2012,Jun,9,0,Monday,Clear,57,259,316,Weekdays,Pagi
2012-06-11,Summer,2012,Jun,10,0,Monday,Clear,52,95,147,Weekdays,Pagi
2012-06-11,Summer,2012,Jun,11,0,Monday,Misty,59,143,202,Weekdays,Pagi
2012-06-11,Summer,2012,Jun,12,0,Monday,Misty,63,198,261,Weekdays,Siang
2012-06-11,Summer,2012,Jun,13,0,Monday,Misty,63,185,248,Weekdays,Siang
2012-06-11,Summer,2012,Jun,14,0,Monday,Misty,66,193,259,Weekdays,Siang
2012-06-11,Summer,2012,Jun,15,0,Monday,Clear,72,187,259,Weekdays,Siang
2012-06-11,Summer,2012,Jun,16,0,Monday,Misty,87,340,427,Weekdays,Sore
2012-06-11,Summer,2012,Jun,17,0,Monday,Misty,85,715,800,Weekdays,Sore
2012-06-11,Summer,2012,Jun,18,0,Monday,Misty,105,726,831,Weekdays,Sore
2012-06-11,Summer,2012,Jun,19,0,Monday,Misty,89,507,596,Weekdays,Malam
2012-06-11,Summer,2012,Jun,20,0,Monday,Misty,61,333,394,Weekdays,Malam
2012-06-11,Summer,2012,Jun,21,0,Monday,Misty,32,218,250,Weekdays,Malam
2012-06-11,Summer,2012,Jun,22,0,Monday,Misty,22,142,164,Weekdays,Malam
2012-06-11,Summer,2012,Jun,23,0,Monday,Misty,8,72,80,Weekdays,Malam
2012-06-12,Summer,2012,Jun,0,0,Tuesday,Misty,2,26,28,Weekdays,Malam
2012-06-12,Summer,2012,Jun,1,0,Tuesday,Misty,5,11,16,Weekdays,Malam
2012-06-12,Summer,2012,Jun,2,0,Tuesday,Misty,0,6,6,Weekdays,Malam
2012-06-12,Summer,2012,Jun,3,0,Tuesday,Misty,3,9,12,Weekdays,Malam
2012-06-12,Summer,2012,Jun,4,0,Tuesday,Light_rainsnow,0,4,4,Weekdays,Malam
2012-06-12,Summer,2012,Jun,5,0,Tuesday,Light_rainsnow,1,28,29,Weekdays,Malam
2012-06-12,Summer,2012,Jun,6,0,Tuesday,Misty,6,130,136,Weekdays,Pagi
2012-06-12,Summer,2012,Jun,7,0,Tuesday,Light_rainsnow,16,287,303,Weekdays,Pagi
2012-06-12,Summer,2012,Jun,8,0,Tuesday,Misty,15,598,613,Weekdays,Pagi
2012-06-12,Summer,2012,Jun,9,0,Tuesday,Misty,31,254,285,Weekdays,Pagi
2012-06-12,Summer,2012,Jun,10,0,Tuesday,Light_rainsnow,29,96,125,Weekdays,Pagi
2012-06-12,Summer,2012,Jun,11,0,Tuesday,Light_rainsnow,8,57,65,Weekdays,Pagi
2012-06-12,Summer,2012,Jun,12,0,Tuesday,Light_rainsnow,19,76,95,Weekdays,Siang
2012-06-12,Summer,2012,Jun,13,0,Tuesday,Light_rainsnow,11,48,59,Weekdays,Siang
2012-06-12,Summer,2012,Jun,14,0,Tuesday,Light_rainsnow,12,48,60,Weekdays,Siang
2012-06-12,Summer,2012,Jun,15,0,Tuesday,Light_rainsnow,22,94,116,Weekdays,Siang
2012-06-12,Summer,2012,Jun,16,0,Tuesday,Misty,30,209,239,Weekdays,Sore
2012-06-12,Summer,2012,Jun,17,0,Tuesday,Misty,56,625,681,Weekdays,Sore
2012-06-12,Summer,2012,Jun,18,0,Tuesday,Clear,57,596,653,Weekdays,Sore
2012-06-12,Summer,2012,Jun,19,0,Tuesday,Clear,47,444,491,Weekdays,Malam
2012-06-12,Summer,2012,Jun,20,0,Tuesday,Clear,36,350,386,Weekdays,Malam
2012-06-12,Summer,2012,Jun,21,0,Tuesday,Clear,41,233,274,Weekdays,Malam
2012-06-12,Summer,2012,Jun,22,0,Tuesday,Clear,19,188,207,Weekdays,Malam
2012-06-12,Summer,2012,Jun,23,0,Tuesday,Light_rainsnow,11,78,89,Weekdays,Malam
2012-06-13,Summer,2012,Jun,0,0,Wednesday,Misty,7,27,34,Weekdays,Malam
2012-06-13,Summer,2012,Jun,1,0,Wednesday,Clear,7,21,28,Weekdays,Malam
2012-06-13,Summer,2012,Jun,2,0,Wednesday,Clear,0,4,4,Weekdays,Malam
2012-06-13,Summer,2012,Jun,3,0,Wednesday,Clear,1,7,8,Weekdays,Malam
